,uniqueID,emerg.date,phen.1,itero.per?,date.1,stem.diam.1,height.1,total.branch.1,longest.leaf.1,buds.1,flrs.1,fruits.1,longest.fruit.1,notes.1,herb.1,protocol.notes.1,phen.2,date.2,stem.diam.2,height.2,total.branch.2,longest.leaf.2,buds.2,flrs.2,fruits.2,longest.fruit.2,notes.2,herb.2,protocol.notes.2,phen.3,date.3,stem.diam.3,height.3,total.branch.3,longest.leaf.3,buds.3,flrs.3,fruits.3,longest.fruit.3,notes.3,herb.3,protocol.notes.3,phen.4,date.4,stem.diam.4,height.4,total.branch.4,longest.leaf.4,buds.4,flrs.4,fruits.4,longest.fruit.4,notes.4,herb.4,protocol.notes.4,date.5,phen.5,stem.diam.5,height.5,total.branch.5,longest.leaf.5,buds.5,flrs.5,fruits.5,longest.fruit.5,notes.5,herb.5,protocol.notes.5,date.6,phen.6,stem.diam.6,height.6,total.branch.6,longest.leaf.6,buds.6,flrs.6,fruits.6,longest.fruit.6,notes.6,herb.6,protocol.notes.6,date.7,phen.7,stem.diam.7,height.7,total.branch.7,longest.leaf.7,buds.7,flrs.7,fruits.7,longest.fruit.7,notes.7,herb.7,date.8,phen.8,stem.diam.8,height.8,total.branch.8,longest.leaf.8,buds.8,flrs.8,fruits.8,longest.fruit.8,canopy.width.8,notes.8,herb.8,itero.per,emerg.date.x,date_01.07.2018,phen_01.07.2018,stem.diam_01.07.2018,height_01.07.2018,total.branch_01.07.2018,longest.leaf_01.07.2018,buds_01.07.2018,flrs_01.07.2018,fruits_01.07.2018,longest.fruit_01.07.2018,herb_01.07.2018,notes_01.07.2018,protocol.notes_01.07.2018,canopy.width.largest.rosette_10.07.2018,date_18.07.2018,phen_18.07.2018,stem.diam_18.07.2018,height_18.07.2018,total.branch_18.07.2018,longest.leaf_18.07.2018,buds_18.07.2018,flrs_18.07.2018,fruits_18.07.2018,longest.fruit_18.07.2018,notes_18.07.2018,herb_18.07.2018,protocol.notes_18.07.2018,date_05.08.2018,phen_05.08.2018,stem.diam_05.08.2018,height_05.08.2018,total.branch_05.08.2018,longest.leaf_05.08.2018,buds_05.08.2018,flrs_05.08.2018,fruits_05.08.2018,longest.fruit_05.08.2018,notes_05.08.2018,herb_05.08.2018,protocol.notes_05.08.2018,date_27.08.2018,phen_27.08.2018,height_27.08.2018,total.branch_27.08.2018,longest.leaf_27.08.2018,buds_27.08.2018,flrs_27.08.2018,fruits_27.08.2018,longest.fruit_27.08.2018,notes_27.08.2018,herb_27.08.2018,protocol.notes_27.08.2018,date_10.07.2018,phen_10.07.2018,height_10.07.2018,total.branch_10.07.2018,longest.leaf_10.07.2018,buds_10.07.2018,flrs_10.07.2018,fruits_10.07.2018,herb_10.07.2018,date_27.07.2018,site_27.07.2018,plot_27.07.2018,quad_27.07.2018,ind_27.07.2018,phen_27.07.2018,height_27.07.2018,total.branch_27.07.2018,longest.leaf_27.07.2018,flrs_27.07.2018,fruits_27.07.2018,buds_27.07.2018,notes_27.07.2018,herb_27.07.2018,protocol.notes_27.07.2018,site,plot,quad,ind,emerg.date.y,phen_16.08.2018,height_16.08.2018,total.branch_16.08.2018,longest.leaf_16.08.2018,buds_16.08.2018,flrs_16.08.2018,fruits_16.08.2018,herb_16.08.2018,notes_16.08.2018,protocol.notes_16.08.2018
90,LV1 P1 QNA #11,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,LV1 P1 QNA #12,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,LV1 P1 QNA #13,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,LV1 P1 QNA #13-1,(8/29/2017),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,8/29/17,1.72,6.5,3,NA,8,1,NA,NA,GW- was a D before (but not marked),NA,NA,9/3/17,F,1.92,9.3,3,NA,5,5,1,0.4,NA,NA,NA,9/12/17,F,1.92,11,3,NA,4,1,5,4.8,NA,NA,NA,9/19/17,P,1.92,11,3,NA,4,0,8,4.8,NA,NA,9/30/17,S,2.34,10,1,NA,NA,NA,4,4.7,NA,2 branches broke,NA,Y,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,16.2,1,NA,4,5,7,NA,NA,0,NA,8/5/18,P,2.69,17.5,1,NA,0,0,7,6.4,NA,0,NA,8/27/18,S,19.5,1,NA,NA,NA,7,NA,NA,0,NA,7/10/18,F,11.9,1,NA,11,3,NA,0,7/27/18,LV1,1,NA,13-1,P,15.2,1,NA,0,7,2,NA,NA,NA,LV1,1,NA,13-1,NA,P,19.5,1,NA,NA,NA,6,2,herb 2B (1),NA
94,LV1 P1 QNA #14,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,GTT,NA,NA,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,LV1 P1 QNA #15,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,G5; GTT,NA,NA,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,LV1 P1 QNA #16,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,RW,NA,NA,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,LV1 P1 QNA #17,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,LV1 P1 QNA #18,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,LV1 P1 QNA #19,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,OBB,NA,NA,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,LV1 P1 QNA #19-1,(8/29/2017),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V,8/29/17,1.3,1.8,1,1,NA,NA,NA,NA,pink flag near 19-1 marks 6 small veg's,NA,NA,9/3/17,V,1.72,1.8,1,1.4,NA,NA,NA,NA,pink flag near 19-1 marks 6 small vegetatives,NA,NA,9/12/17,6V,1.72,1.8,1,1.4,NA,NA,NA,NA,pink flag near 19-1 : 6 small veg.,NA,NA,9/19/17,V,1.72,1.8,1,1.4,NA,NA,NA,NA,6 small veg near 19-1,NA,9/30/17,V,1.91,2.1,1,1.5,NA,NA,NA,NA,2.7,6 small veg near 19.1,NA,Y,2017,6/30/18,B,NA,3.75,1,NA,11,0,0,NA,0,5 Small V around,NA,NA,7/18/18,F,NA,19,2,NA,8,8,13,NA,NA,0,NA,8/5/18,P,2.88,11.5,2,NA,0,0,5,5.6,herb 2b (1),2,NA,8/27/18,S,11,2,NA,NA,NA,4,NA,"herb 1a, 2b (1)",1.5,NA,7/10/18,F,12.6,2,NA,25,2,NA,0,7/27/18,LV1,1,NA,19-1,P,11,2,NA,NA,5,NA,herb 2b (1 branch),2,NA,LV1,1,NA,19-1,NA,P,13.5,2,NA,NA,NA,5,2,herb 2B (1),NA
101,LV1 P1 QNA #19-2,(8/29/2017),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V,8/29/17,1.02,1.3,1,0.8,NA,NA,NA,NA,NA,NA,NA,9/3/17,V,1.09,1.9,1,1,NA,NA,NA,NA,NA,NA,NA,9/12/17,V,1.09,1.9,1,1,NA,NA,NA,NA,NA,NA,NA,9/19/17,V,1.09,1.9,1,1.3,NA,NA,NA,NA,NA,NA,9/30/17,V,1.54,1.4,1,1.5,NA,NA,NA,NA,3.1,NA,NA,N,2017 (5V),6/30/18,B,NA,3.75,1,NA,10,0,0,NA,0,NA,NA,NA,7/18/18,F,NA,18.1,4,NA,11,16,19,NA,NA,0,NA,8/5/18,F,4.82,10.5,6,NA,20,9,0,NA,herb 2b (3),2,NA,8/27/18,P,12.5,6,NA,NA,NA,11,NA,NA,0,NA,7/10/18,F,11.4,4,NA,37,1,NA,0,7/27/18,LV1,1,NA,19-2,B,6.2,4,NA,NA,NA,16,"may have flowered, herb 2b (2 branches)",2,NA,LV1,1,NA,19-2,NA,F,15,6,NA,5,4,12,2,herb 2B(3),NA
102,LV1 P1 QNA #20,(8/9/17),V,N,8/9/17,0.85,1.5,1,1.4,NA,NA,NA,NA,NA,NA,NA,V,8/15/17,0.85,1.8,1,1.4,NA,NA,NA,NA,bolting,NA,NA,V,8/22/17,0.85,1.8,1,1.4,NA,NA,NA,NA,NA,NA,NA,V,8/29/17,0.85,1.4,1,0.4,NA,NA,NA,NA,NA,NA,NA,9/3/17,V,1.86,2,1,1.4,NA,NA,NA,NA,NA,NA,NA,9/12/17,V,1.86,2,1,1.4,NA,NA,NA,NA,NA,NA,NA,9/19/17,V,1.86,2,1,1.4,NA,NA,NA,NA,NA,NA,9/30/17,V,2.14,1.2,1,1.4,NA,NA,NA,NA,2.8,herbivory,1a,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,LV1 P1 QNA #20-1,(8/29/2017),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,8/29/17,1.7,11.5,2,NA,NA,8,9,NA,NA,NA,NA,9/3/17,F,2.08,13,2,NA,1,7,9,4.4,NA,NA,NA,9/12/17,F,2.08,13,2,NA,0,2,10,5,branch broken,NA,NA,9/19/17,P,2.08,13,2,NA,0,0,10,5,branch broken,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,LV1 P1 QNA #20-2,(8/29/2017),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V,8/29/17,1.18,3,1,1,NA,NA,NA,NA,NA,NA,NA,9/3/17,V,1.48,3,1,1,NA,NA,NA,NA,NA,NA,NA,9/12/17,V,1.48,3,1,1.3,NA,NA,NA,NA,NA,NA,NA,9/19/17,V,1.48,3,1,1,NA,NA,NA,NA,NA,NA,9/30/17,V,1.87,3.4,1,1.5,NA,NA,NA,NA,3.1,NA,NA,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,LV1 P1 QNA #20-3,(8/29/2017),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V,8/29/17,1.02,1,1,0.6,NA,NA,NA,NA,NA,NA,NA,9/3/17,V,1.18,1.3,1,0.8,NA,NA,NA,NA,NA,NA,NA,9/12/17,V,1.18,1.3,1,0.9,NA,NA,NA,NA,NA,NA,NA,9/19/17,V,1.18,1.3,1,0.9,NA,NA,NA,NA,NA,NA,9/30/17,V,1.59,1.7,1,1,NA,NA,NA,NA,2.1,herbivory,1a,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,LV1 P1 QNA #21,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,3 small veg. nearby,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,LV1 P1 QNA #22,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,OBB,NA,NA,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,LV1 P1 QNA #23,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,only 2 true leaves,NA,NA,V,8/15/17,0.42,0.9,1,0.3,NA,NA,NA,NA,NA,NA,NA,V,8/22/17,0.42,0.9,1,0.3,NA,NA,NA,NA,NA,NA,NA,V,8/29/17,0.42,0.9,1,0.3,NA,NA,NA,NA,NA,NA,NA,9/3/17,V,0.64,1.1,1,0.3,NA,NA,NA,NA,NA,NA,NA,9/12/17,V,0.64,1.1,2,0.3,NA,NA,NA,NA,NA,NA,NA,9/19/17,V,0.64,1.1,1,0.3,NA,NA,NA,NA,NA,NA,9/30/17,V,1.01,2.5,2,0.4,NA,NA,NA,NA,1.1,CW = of largest rosette,NA,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
