,uniqueID,emerg.date,phen.1,itero.per?,date.1,stem.diam.1,height.1,total.branch.1,longest.leaf.1,buds.1,flrs.1,fruits.1,longest.fruit.1,notes.1,herb.1,protocol.notes.1,phen.2,date.2,stem.diam.2,height.2,total.branch.2,longest.leaf.2,buds.2,flrs.2,fruits.2,longest.fruit.2,notes.2,herb.2,protocol.notes.2,phen.3,date.3,stem.diam.3,height.3,total.branch.3,longest.leaf.3,buds.3,flrs.3,fruits.3,longest.fruit.3,notes.3,herb.3,protocol.notes.3,phen.4,date.4,stem.diam.4,height.4,total.branch.4,longest.leaf.4,buds.4,flrs.4,fruits.4,longest.fruit.4,notes.4,herb.4,protocol.notes.4,date.5,phen.5,stem.diam.5,height.5,total.branch.5,longest.leaf.5,buds.5,flrs.5,fruits.5,longest.fruit.5,notes.5,herb.5,protocol.notes.5,date.6,phen.6,stem.diam.6,height.6,total.branch.6,longest.leaf.6,buds.6,flrs.6,fruits.6,longest.fruit.6,notes.6,herb.6,protocol.notes.6,date.7,phen.7,stem.diam.7,height.7,total.branch.7,longest.leaf.7,buds.7,flrs.7,fruits.7,longest.fruit.7,notes.7,herb.7,date.8,phen.8,stem.diam.8,height.8,total.branch.8,longest.leaf.8,buds.8,flrs.8,fruits.8,longest.fruit.8,canopy.width.8,notes.8,herb.8,itero.per,emerg.date.x,date_01.07.2018,phen_01.07.2018,stem.diam_01.07.2018,height_01.07.2018,total.branch_01.07.2018,longest.leaf_01.07.2018,buds_01.07.2018,flrs_01.07.2018,fruits_01.07.2018,longest.fruit_01.07.2018,herb_01.07.2018,notes_01.07.2018,protocol.notes_01.07.2018,canopy.width.largest.rosette_10.07.2018,date_18.07.2018,phen_18.07.2018,stem.diam_18.07.2018,height_18.07.2018,total.branch_18.07.2018,longest.leaf_18.07.2018,buds_18.07.2018,flrs_18.07.2018,fruits_18.07.2018,longest.fruit_18.07.2018,notes_18.07.2018,herb_18.07.2018,protocol.notes_18.07.2018,date_05.08.2018,phen_05.08.2018,stem.diam_05.08.2018,height_05.08.2018,total.branch_05.08.2018,longest.leaf_05.08.2018,buds_05.08.2018,flrs_05.08.2018,fruits_05.08.2018,longest.fruit_05.08.2018,notes_05.08.2018,herb_05.08.2018,protocol.notes_05.08.2018,date_27.08.2018,phen_27.08.2018,height_27.08.2018,total.branch_27.08.2018,longest.leaf_27.08.2018,buds_27.08.2018,flrs_27.08.2018,fruits_27.08.2018,longest.fruit_27.08.2018,notes_27.08.2018,herb_27.08.2018,protocol.notes_27.08.2018,date_10.07.2018,phen_10.07.2018,height_10.07.2018,total.branch_10.07.2018,longest.leaf_10.07.2018,buds_10.07.2018,flrs_10.07.2018,fruits_10.07.2018,herb_10.07.2018,date_27.07.2018,site_27.07.2018,plot_27.07.2018,quad_27.07.2018,ind_27.07.2018,phen_27.07.2018,height_27.07.2018,total.branch_27.07.2018,longest.leaf_27.07.2018,flrs_27.07.2018,fruits_27.07.2018,buds_27.07.2018,notes_27.07.2018,herb_27.07.2018,protocol.notes_27.07.2018,site,plot,quad,ind,emerg.date.y,phen_16.08.2018,height_16.08.2018,total.branch_16.08.2018,longest.leaf_16.08.2018,buds_16.08.2018,flrs_16.08.2018,fruits_16.08.2018,herb_16.08.2018,notes_16.08.2018,protocol.notes_16.08.2018
331,LV3 P1 Q2.5 #V,(8/8/17),V22,N,8/8/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V22,8/14/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V19,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V19,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/5/17,V19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/11/17,V(19),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,V19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,V19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,LV3 P1 Q3 #2-4,(8/22/17),NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/14/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V,8/22/17,1.14,2.1,1,1.7,NA,NA,NA,NA,NA,NA,NA,V,8/29/17,1.14,2.1,1,1.7,NA,NA,NA,NA,NA,NA,NA,9/5/17,V,1.14,2.1,1,1.7,NA,NA,NA,NA,NA,NA,NA,9/11/17,V,1.14,2.1,1,1.7,NA,NA,NA,NA,NA,NA,NA,9/19/17,V,1.75,2.6,1,1.9,NA,NA,NA,NA,NA,NA,9/30/17,V,1.66,5,2,1.7,NA,NA,NA,NA,3.5,NA,NA,Y,2017,7/1/18,F,NA,19.5,6,NA,26,10,6,NA,1,herb 1a,NA,NA,7/18/18,P,NA,22.2,6,NA,1,0,6,NA,NA,0,NA,8/5/18,S,2.61,22.6,6,NA,4,0,6,7.5,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,dislodged,0,NA,7/10/18,F,19,6,NA,13,6,5,0,7/27/18,LV3,1,3,4-Feb,P,24.2,6,NA,NA,6,NA,NA,NA,NA,LV3,1,3,4-Feb,NA,F,22.6,6,NA,NA,NA,6,0,S-->F,NA
333,LV3 P1 Q3 #2-5,(8/22/17),NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/14/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V,8/22/17,0.76,3,1,1.3,NA,NA,NA,NA,NA,NA,NA,V,8/29/17,0.76,3,1,1.3,NA,NA,NA,NA,NA,NA,NA,9/5/17,V,0.76,3,1,1.3,NA,NA,NA,NA,NA,NA,NA,9/11/17,V,0.76,3,1,1.3,NA,NA,NA,NA,NA,NA,NA,9/19/17,V,1.15,3,1,1.5,NA,NA,NA,NA,NA,NA,9/30/17,V,1.57,5,1,1.3,NA,NA,NA,NA,2.5,NA,NA,N,2017,7/1/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,LV3 P1 Q3 #2-6,(8/22/17),NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/14/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V,8/22/17,1.16,2,1,1.3,NA,NA,NA,NA,NA,NA,NA,V,8/29/17,1.16,2,1,1.3,NA,NA,NA,NA,NA,NA,NA,9/5/17,V,1.16,2,1,1.3,NA,NA,NA,NA,NA,NA,NA,9/11/17,V,1.16,2,1,1.3,NA,NA,NA,NA,NA,NA,NA,9/19/17,V,1.45,4,1,1.2,NA,NA,NA,NA,NA,NA,9/30/17,V,0.85,8,1,1.2,NA,NA,NA,NA,2,NA,NA,N,2017,7/1/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,LV3 P1 Q3 #2-7,(8/22/17),NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/14/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V,8/22/17,0.78,3,1,1,NA,NA,NA,NA,NA,NA,NA,V,8/29/17,0.78,3,1,1,NA,NA,NA,NA,NA,NA,NA,9/5/17,V,0.78,3,1,1,NA,NA,NA,NA,NA,NA,NA,9/11/17,V,0.78,3,1,1,NA,NA,NA,NA,NA,NA,NA,9/19/17,V,1.7,3.7,1,1.6,NA,NA,NA,NA,NA,NA,9/30/17,V,1.93,4,1,1.7,NA,NA,NA,NA,3.4,NA,NA,Y,2017,7/1/18,F,NA,24,6,NA,28,15,3,NA,0,NA,NA,NA,7/18/18,F,NA,26.5,7,NA,19,4,8,NA,NA,0,NA,8/5/18,P,3.75,27.3,7,NA,0,0,8,8,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7/10/18,F,24,6,NA,15,3,4,0,7/27/18,LV3,1,3,7-Feb,P,25.5,7,NA,NA,11,13,NA,NA,NA,LV3,1,3,7-Feb,NA,F,27.3,7,NA,NA,NA,8,0,P-->F,NA
336,LV3 P1 Q3 #V,(8/8/17),V58,N,8/8/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Measured veg. individual greater than 2 cm diameter and marked with 1D tab,V58,8/14/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V56,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V56,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/5/17,V56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/11/17,V(56),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,V54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,V44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,LV3 P1 Q3.5 #2-8,(8/22/17),NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/14/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V,8/22/17,0.94,2.3,1,1.1,NA,NA,NA,NA,NA,NA,NA,V,8/29/17,0.94,2.3,1,1.1,NA,NA,NA,NA,NA,NA,NA,9/5/17,V,0.94,2.3,1,1.1,NA,NA,NA,NA,NA,NA,NA,9/11/17,V,0.94,0.23,1,1.1,NA,NA,NA,NA,NA,NA,NA,9/19/17,V,1.54,4,1,1.6,NA,NA,NA,NA,NA,NA,9/30/17,V,2.08,5,1,1.9,NA,NA,NA,NA,3,NA,NA,Y?,2017,7/1/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,LV3 P1 Q3.5 #NA,(8/8/17),X,NA,8/8/17,NA,NA,NA,NA,NA,NA,NA,NA,GTT,NA,NA,X,8/14/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/5/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,not yet recorded (see trip 8),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,LV3 P1 QNA #NA,(8/8/17),X,NA,8/8/17,NA,NA,NA,NA,NA,NA,NA,NA,GTT off transect,NA,NA,X,8/14/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/5/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,not yet recorded (see trip 8),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,LV3 P1 QNA #NA,(8/8/17),X,NA,8/8/17,NA,NA,NA,NA,NA,NA,NA,NA,GTT off transect,NA,NA,X,8/14/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/5/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,not yet recorded (see trip 8),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
341,LV3 P1 QNA #NA,(8/8/17),X,NA,8/8/17,NA,NA,NA,NA,NA,NA,NA,NA,BTT (off transect),NA,V# --> number of veg. individuals under 2 cm diameter.,X,8/14/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/5/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,not yet recorded (see trip 8),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,LV3 P1 Q3.5 #V,(8/8/17),V19,N,8/8/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V19,8/14/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V18,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V18,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/5/17,V18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/11/17,V(18),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,V18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,V18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,LV3 P1 Q4 #3,(8/8/17),P,N,8/8/17,1.6,11.9,1,NA,NA,NA,1,2.8,NA,NA,NA,P,8/14/17,1.4,11.9,1,NA,0,0,1,2.8,NA,NA,NA,P,8/22/17,1.4,11.9,1,NA,0,0,1,2.8,NA,NA,NA,SX,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/5/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/11/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,2017,7/1/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,LV3 P1 Q4 #3-1,(8/22/17),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/14/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V,8/22/17,1.01,4.2,1,1.1,NA,NA,NA,NA,NA,NA,NA,V,8/29/17,1.01,4.2,1,1.1,NA,NA,NA,NA,NA,NA,NA,9/5/17,V,1.01,4.2,1,1.1,NA,NA,NA,NA,NA,NA,NA,9/11/17,V,1.01,4.2,1,1.1,NA,NA,NA,NA,NA,NA,NA,9/19/17,V,1.14,4.2,1,1.3,NA,NA,NA,NA,NA,NA,9/30/17,V,1.99,5,1,1.5,NA,NA,NA,NA,3,NA,NA,Y,2017,7/1/18,F,NA,20,4,NA,17,8,7,NA,0,NA,NA,NA,7/18/18,P,NA,23.2,6,NA,4,0,14,NA,NA,0,NA,8/5/18,S,2.41,25,6,NA,0,0,14,7.3,herb 2b (1),2,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7/10/18,F,25,6,NA,8,6,13,0,7/27/18,LV3,1,4,1-Mar,P,25,6,NA,NA,14,NA,NA,NA,NA,LV3,1,4,1-Mar,NA,Sx,25,6,NA,2,2,14,0,dislodged,NA
345,LV3 P1 Q4 #V,(8/8/17),V7,NA,8/8/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ended transect at 4.5,V7,8/14/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V6,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V6,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/5/17,V6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/11/17,V(6),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,V6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,V6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,LV3 P2 QNA #1,(8/8/17),P,N,8/8/17,2.19,10.6,3,NA,NA,NA,6,5.4,meristem chopped. Pink flagging tape marks all four corners of plot 2.,NA,NA,P,8/14/17,2.19,10.6,3,NA,0,0,6,5.4,NA,NA,NA,P,8/22/17,2.19,10.6,3,NA,0,0,6,5.4,NA,NA,very small beetles pollinating; crawl into flower tubes,B,8/29/17,2.19,10.6,3,NA,4,0,6,5.4,"P-->B, dried out and senesced except new growth",NA,veg off-transect are LARGE!,9/5/17,P,3.03,10.6,3,NA,NA,NA,6,5.4,B-->P,NA,NA,9/12/17,P,3.03,10.6,3,NA,NA,0,2,5.4,Some pods fell off,NA,NA,9/19/17,S,3.03,10.6,3,NA,NA,NA,2,5.4,3 VB,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,LV3 P2 QNA #2,(8/8/17),V,N,8/8/17,2.59,3.1,3,1.9,NA,NA,NA,NA,NA,NA,NA,V,8/14/17,2.78,3.4,3,2.1,NA,NA,NA,NA,NA,NA,NA,V,8/22/17,2.78,3.7,3,2.1,NA,NA,NA,NA,NA,NA,slow phen comp. to LV1,V,8/29/17,2.78,3.7,3,2.1,NA,NA,NA,NA,herb,1a,many P-->F 8/29/17 trip 4 at LV2 p2,9/5/17,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/12/17,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,X,NA,NA,NA,NA,NA,NA,NA,NA,**NOTES ON THIS SHEET WITH DIAGRAMS FOR PROTOCOLS,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,LV3 P2 QNA #3,(8/8/17),F,N,8/8/17,2.93,15,3,NA,7,2,2,8,NA,NA,NA,F,8/14/17,2.93,15,3,NA,9,4,2,8,NA,NA,NA,F,8/22/17,2.93,11,6,NA,6,4,7,8,main stem snapped; now shorter,NA,NA,F,8/29/17,2.93,11,6,NA,2,3,9,8,NA,NA,"do all stem diam meas next week: noticing they're consistently larger now, but still w/in human error",9/5/17,P,2.93,13,6,NA,NA,NA,11,8,NA,NA,NA,9/12/17,P,2.93,13,6,NA,NA,0,10,8,2VB,NA,NA,9/19/17,P,2.93,13,3,NA,NA,NA,10,8,3 VB,NA,9/30/17,S/V,4.53,14,4,1.5,NA,NA,6,7.8,3.4,3 VB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,LV3 P2 QNA #4,(8/8/17),P,N,8/8/17,2.32,10.5,1,NA,NA,NA,5,7.5,NA,NA,NA,P,8/14/17,2.32,13,1,NA,0,0,5,7.5,NA,NA,NA,P,8/22/17,2.32,13,4,NA,0,0,5,7.5,NA,NA,NA,P,8/29/17,2.32,13,6,NA,0,0,5,7.5,5 VB; looks like trying to bud again,NA,NA,9/5/17,S,2.35,13,6,NA,NA,NA,5,7.5,NA,NA,NA,9/12/17,S,2.35,13,6,NA,NA,0,5,7.5,4VB,NA,NA,9/19/17,S,2.35,13,6,NA,NA,NA,5,7.5,4 VB,NA,9/30/17,S/V,3.42,13,6,1.8,NA,NA,6,NA,3.4,"5 VB, fruits dehisced",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
