"","X1","uniqueID","emerg.date","phen.1","itero.per?","date.1","stem.diam.1","height.1","total.branch.1","longest.leaf.1","buds.1","flrs.1","fruits.1","longest.fruit.1","notes.1","herb.1","protocol.notes.1","phen.2","date.2","stem.diam.2","height.2","total.branch.2","longest.leaf.2","buds.2","flrs.2","fruits.2","longest.fruit.2","notes.2","herb.2","protocol.notes.2","phen.3","date.3","stem.diam.3","height.3","total.branch.3","longest.leaf.3","buds.3","flrs.3","fruits.3","longest.fruit.3","notes.3","herb.3","protocol.notes.3","phen.4","date.4","stem.diam.4","height.4","total.branch.4","longest.leaf.4","buds.4","flrs.4","fruits.4","longest.fruit.4","notes.4","herb.4","protocol.notes.4","date.5","phen.5","stem.diam.5","height.5","total.branch.5","longest.leaf.5","buds.5","flrs.5","fruits.5","longest.fruit.5","notes.5","herb.5","protocol.notes.5","date.6","phen.6","stem.diam.6","height.6","total.branch.6","longest.leaf.6","buds.6","flrs.6","fruits.6","longest.fruit.6","notes.6","herb.6","protocol.notes.6","date.7","phen.7","stem.diam.7","height.7","total.branch.7","longest.leaf.7","buds.7","flrs.7","fruits.7","longest.fruit.7","notes.7","herb.7","date.8","phen.8","stem.diam.8","height.8","total.branch.8","longest.leaf.8","buds.8","flrs.8","fruits.8","longest.fruit.8","canopy.width.8","notes.8","herb.8","itero.per","emerg.date.x","date_01.07.2018","phen_01.07.2018","stem.diam_01.07.2018","height_01.07.2018","total.branch_01.07.2018","longest.leaf_01.07.2018","buds_01.07.2018","flrs_01.07.2018","fruits_01.07.2018","longest.fruit_01.07.2018","herb_01.07.2018","notes_01.07.2018","protocol.notes_01.07.2018","canopy.width.largest.rosette_10.07.2018","date_18.07.2018","phen_18.07.2018","stem.diam_18.07.2018","height_18.07.2018","total.branch_18.07.2018","longest.leaf_18.07.2018","buds_18.07.2018","flrs_18.07.2018","fruits_18.07.2018","longest.fruit_18.07.2018","notes_18.07.2018","herb_18.07.2018","protocol.notes_18.07.2018","date_05.08.2018","phen_05.08.2018","stem.diam_05.08.2018","height_05.08.2018","total.branch_05.08.2018","longest.leaf_05.08.2018","buds_05.08.2018","flrs_05.08.2018","fruits_05.08.2018","longest.fruit_05.08.2018","notes_05.08.2018","herb_05.08.2018","protocol.notes_05.08.2018","date_27.08.2018","phen_27.08.2018","height_27.08.2018","total.branch_27.08.2018","longest.leaf_27.08.2018","buds_27.08.2018","flrs_27.08.2018","fruits_27.08.2018","longest.fruit_27.08.2018","notes_27.08.2018","herb_27.08.2018","protocol.notes_27.08.2018","date_10.07.2018","phen_10.07.2018","height_10.07.2018","total.branch_10.07.2018","longest.leaf_10.07.2018","buds_10.07.2018","flrs_10.07.2018","fruits_10.07.2018","herb_10.07.2018","date_27.07.2018","site_27.07.2018","plot_27.07.2018","quad_27.07.2018","ind_27.07.2018","phen_27.07.2018","height_27.07.2018","total.branch_27.07.2018","longest.leaf_27.07.2018","flrs_27.07.2018","fruits_27.07.2018","buds_27.07.2018","notes_27.07.2018","herb_27.07.2018","protocol.notes_27.07.2018","site.x","plot.x","quad.x","ind.x","emerg.date.y","phen_16.08.2018","height_16.08.2018","total.branch_16.08.2018","longest.leaf_16.08.2018","buds_16.08.2018","flrs_16.08.2018","fruits_16.08.2018","herb_16.08.2018","notes_16.08.2018","protocol.notes_16.08.2018","site.y","plot.y","quad.y","ind.y","itero.per.19","emerg.date.19","date_25.07.2019","phen_25.07.2019","stem.diam_25.07.2019","height_25.07.2019","total.branch_25.07.2019","longest.leaf","buds_25.07.2019","flrs_25.07.2019","fruits_25.07.2019","longest.fruit_25.07.2019","herb_25.07.2019","branch.damage_25.07.2019","notes_25.07.2019","protocol.notes_25.07.2019","date_02.08.2019","phen_02.08.2019","stem.diam_02.08.2019","height_02.08.2019","total.branch_02.08.2019","longest.leaf_02.08.2019","buds_02.08.2019","flrs_02.08.2019","fruits_02.08.2019","longest.fruit_02.08.2019","herb_02.08.2019","branch.damage_02.08.2019","notes_02.08.2019","protocol.notes_02.08.2019","date_08.08.2019","phen_08.08.2019","stem.diam_08.08.2019","height_08.08.2019","total.branch_08.08.2019","longest.leaf_08.08.2019","buds_08.08.2019","flrs_08.08.2019","fruits_08.08.2019","longest.fruit_08.08.2019","herb_08.08.2019","branch.damage_08.08.2019","notes_08.08.2019","protocol.notes_08.08.2019","date_18.08.2019","phen_18.08.2019","stem.diam_18.08.2019","height_18.08.2019","total.branch_18.08.2019","longest.leaf_18.08.2019","buds_18.08.2019","flrs_18.08.2019","fruits_18.08.2019","longest.fruit_18.08.2019","herb_18.08.2019","branch.damage_18.08.2019","notes_18.08.2019","protocol.notes_18.08.2019","date_28.08.2019","phen_28.08.2019","stem.diam_28.08.2019","height_28.08.2019","total.branch_28.08.2019","longest.leaf_28.08.2019","buds_28.08.2019","flrs_28.08.2019","fruits_28.08.2019","longest.fruit_28.08.2019","herb_28.08.2019","branch.damage_28.08.2019","notes_28.08.2019","protocol.notes_28.08.2019","date_07.09.2019","phen_07.09.2019","stem.diam_07.09.2019","height_07.09.2019","total.branch_07.09.2019","longest.leaf_07.09.2019","buds_07.09.2019","flrs_07.09.2019","fruits_07.09.2019","longest.fruit_07.09.2019","herb_07.09.2019","branch.damage_07.09.2019","notes_07.09.2019","protocol.notes_07.09.2019","date_18.09.2019","phen_18.09.2019","stem.diam_18.09.2019","height_18.09.2019","total.branch_18.09.2019","longest.leaf_18.09.2019","buds_18.09.2019","flrs_18.09.2019","fruits_18.09.2019","longest.fruit_18.09.2019","herb_18.09.2019","branch.damage_18.09.2019","notes_18.09.2019","protocol.notes_18.09.2019","date_28.09.2019","phen_28.09.2019","stem.diam_28.09.2019","height_28.09.2019","total.branch_28.09.2019","longest.leaf_28.09.2019","buds_28.09.2019","flrs_28.09.2019","fruits_28.09.2019","longest.fruit_28.09.2019","herb_28.09.2019","branch.damage_28.09.2019","notes_28.09.2019","protocol.notes_28.09.2019"
"449",448,"LV2 P1 QNA #69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","7/18/18","6/30/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18","F",NA,17.6,2,NA,4,1,7,NA,NA,0,NA,"8/5/18","P",2.4,18.5,1,NA,0,0,7,5.7,NA,0,NA,"8/27/18","SX",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"7/10/18","F","13.9","1",NA,"7","8","1",0,"7/27/18","LV2",1,NA,"69","P","18","1",NA,NA,7,NA,NA,NA,NA,"LV2",1,NA,"69",NA,"Sx",20.7,1,NA,NA,NA,6,0,NA,"ignore data w/ Sx","LV2",1,NA,"69","N","7/25/19","7/25/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/2/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/8/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/18/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/28/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/7/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/18/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/28/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450",449,"LV2 P1 QNA #70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","7/18/18","6/30/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18","F",NA,14.5,1,NA,4,3,9,NA,NA,0,NA,"8/5/18","P",1.76,13.5,1,NA,0,0,8,6.3,NA,0,NA,"8/27/18","SX",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"7/10/18","F","10.5","1",NA,"7","6","1",0,"7/27/18","LV2",1,NA,"70","P","14.6","1",NA,NA,8,NA,NA,NA,NA,"LV2",1,NA,"70",NA,"Sx",15.2,1,NA,NA,NA,8,0,NA,"ignore data w/ Sx","LV2",1,NA,"70","N","7/25/19","7/25/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/2/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/8/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/18/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/28/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/7/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/18/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/28/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",450,"LV2 P1 QNA #71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","7/18/18","6/30/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18","P",NA,11.3,1,NA,0,0,5,NA,"AM chopped (2b)",2,NA,"8/5/18","P",2.7,11.7,1,NA,0,0,5,7.5,NA,0,NA,"8/27/18","SX",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"7/10/18","F","11.6","1",NA,"0","5","2",0,"7/27/18","LV2",1,NA,"71","P","11.4","1",NA,NA,5,NA,NA,NA,NA,"LV2",1,NA,"71",NA,"Sx",12.2,2,NA,NA,NA,5,0,NA,"ignore data w/ Sx","LV2",1,NA,"71","N","7/25/19","7/25/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/2/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/8/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/18/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/28/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/7/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/18/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/28/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452",451,"LV2 P1 QNA #72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","7/18/18","6/30/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18","P",NA,10.4,1,NA,0,0,9,NA,NA,0,NA,"8/5/18","P",2.46,11.8,1,NA,0,0,8,6.8,NA,0,NA,"8/27/18","SX",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"7/10/18","F","10.5","1",NA,"7","8","2",0,"7/27/18","LV2",1,NA,"72","P","12.4","1",NA,NA,8,NA,NA,NA,NA,"LV2",1,NA,"72",NA,"Sx",13.7,1,NA,NA,NA,8,0,NA,"ignore data w/ Sx","LV2",1,NA,"72","N","7/25/19","7/25/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/2/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/8/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/18/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/28/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/7/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/18/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/28/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",452,"LV2 P1 QNA #73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","7/18/18","6/30/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18","P",NA,13.3,1,NA,6,0,7,NA,NA,0,NA,"8/5/18","P",1.47,14,1,NA,0,0,4,5.6,NA,0,NA,"8/27/18","SX",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"7/10/18","F","12.2","1",NA,"6","7","2",0,"7/27/18","LV2",1,NA,"73","P","13.5","1",NA,NA,4,NA,NA,NA,NA,"LV2",1,NA,"73",NA,"Sx",14.1,1,NA,NA,NA,2,0,NA,"ignore data w/ Sx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",453,"LV2 P1 QNA #74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","7/18/18","6/30/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18","P",NA,11,1,NA,0,0,1,NA,"AM chopped (2b)",2,NA,"8/5/18","P",2.69,12.3,1,NA,0,0,1,6.3,NA,0,NA,"8/27/18","SX",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"7/10/18","F(?)*","10.5*","1",NA,"0","0","1",2,"7/27/18","LV2",1,NA,"74","P","12.5","1",NA,NA,1,NA,"herb 2b (1 branch)","2",NA,"LV2",1,NA,"74",NA,"Sx",14,1,NA,NA,NA,1,0,NA,"ignore data w/ Sx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455",454,"LV2 P1 QNA #75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","7/18/18","6/30/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18","P",NA,19.5,1,NA,3,0,6,NA,NA,0,NA,"8/5/18","P",2.38,19.1,1,NA,0,0,6,6,NA,0,NA,"8/27/18","SX",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"7/10/18","F","15.2","1",NA,"6","8","3",0,"7/27/18","LV2",1,NA,"75","P","18.4","1",NA,NA,6,NA,NA,NA,NA,"LV2",1,NA,"75",NA,"Sx",19.5,1,NA,NA,NA,5,0,NA,"ignore data w/ Sx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",455,"LV2 P2 QNA #51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","7/18/18","6/30/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/5/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/27/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"7/10/18","V","0.5","1","0.4",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457",456,"LV2 P2 QNA #52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","7/18/18","6/30/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18","V",NA,1.1,1,0.8,NA,NA,NA,NA,NA,0,NA,"8/5/18","V",0.87,2.2,1,0.6,NA,NA,NA,NA,NA,0,NA,"8/27/18","X",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"7/10/18","V","1.3","1","0.7",NA,NA,NA,0,"7/27/18","LV2",2,NA,"52","V","1.4","1",0.8,NA,NA,NA,NA,NA,NA,"LV2",2,NA,"52",NA,"X",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458",457,"LV2 P2 QNA #53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","7/18/18","6/30/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18","V",NA,4.4,2,0.3,NA,NA,NA,NA,NA,0,NA,"8/5/18","B",1.41,5.5,2,NA,2,0,0,NA,"herb 2b (2)",2,NA,"8/27/18","P/V",6.2,3,0.5,NA,NA,NA,NA,"herb 2b (2)",2,NA,"7/10/18","V","4.4","2","0.3",NA,NA,NA,2,"7/27/18","LV2",2,NA,"53","B","5.7","2",NA,NA,NA,1,"herb 2b (2 branches)","2",NA,"LV2",2,NA,"53",NA,"P",6.2,3,NA,1,NA,0,2,"herb 2-b   (3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",458,"LV2 P2 QNA #54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","7/18/18","6/30/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18","V",NA,5.4,1,3.1,NA,NA,NA,NA,NA,0,NA,"8/5/18","P",3.47,10,7,NA,0,0,14,4,"2 VB, herb 2a (1)",2,NA,"8/27/18","V",7,1,2.4,NA,NA,NA,NA,NA,0,NA,"7/10/18","V","5.4","1","3.1",NA,NA,NA,0,"7/27/18","LV2",2,NA,"54","V","5.4","1",3,NA,NA,NA,NA,NA,NA,"LV2",2,NA,"54",NA,"V",7,1,2.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
