"","X1","uniqueID","emerg.date","phen.1","itero.per?","date.1","stem.diam.1","height.1","total.branch.1","longest.leaf.1","buds.1","flrs.1","fruits.1","longest.fruit.1","notes.1","herb.1","protocol.notes.1","phen.2","date.2","stem.diam.2","height.2","total.branch.2","longest.leaf.2","buds.2","flrs.2","fruits.2","longest.fruit.2","notes.2","herb.2","protocol.notes.2","phen.3","date.3","stem.diam.3","height.3","total.branch.3","longest.leaf.3","buds.3","flrs.3","fruits.3","longest.fruit.3","notes.3","herb.3","protocol.notes.3","phen.4","date.4","stem.diam.4","height.4","total.branch.4","longest.leaf.4","buds.4","flrs.4","fruits.4","longest.fruit.4","notes.4","herb.4","protocol.notes.4","date.5","phen.5","stem.diam.5","height.5","total.branch.5","longest.leaf.5","buds.5","flrs.5","fruits.5","longest.fruit.5","notes.5","herb.5","protocol.notes.5","date.6","phen.6","stem.diam.6","height.6","total.branch.6","longest.leaf.6","buds.6","flrs.6","fruits.6","longest.fruit.6","notes.6","herb.6","protocol.notes.6","date.7","phen.7","stem.diam.7","height.7","total.branch.7","longest.leaf.7","buds.7","flrs.7","fruits.7","longest.fruit.7","notes.7","herb.7","date.8","phen.8","stem.diam.8","height.8","total.branch.8","longest.leaf.8","buds.8","flrs.8","fruits.8","longest.fruit.8","canopy.width.8","notes.8","herb.8","itero.per","emerg.date.x","date_01.07.2018","phen_01.07.2018","stem.diam_01.07.2018","height_01.07.2018","total.branch_01.07.2018","longest.leaf_01.07.2018","buds_01.07.2018","flrs_01.07.2018","fruits_01.07.2018","longest.fruit_01.07.2018","herb_01.07.2018","notes_01.07.2018","protocol.notes_01.07.2018","canopy.width.largest.rosette_10.07.2018","date_18.07.2018","phen_18.07.2018","stem.diam_18.07.2018","height_18.07.2018","total.branch_18.07.2018","longest.leaf_18.07.2018","buds_18.07.2018","flrs_18.07.2018","fruits_18.07.2018","longest.fruit_18.07.2018","notes_18.07.2018","herb_18.07.2018","protocol.notes_18.07.2018","date_05.08.2018","phen_05.08.2018","stem.diam_05.08.2018","height_05.08.2018","total.branch_05.08.2018","longest.leaf_05.08.2018","buds_05.08.2018","flrs_05.08.2018","fruits_05.08.2018","longest.fruit_05.08.2018","notes_05.08.2018","herb_05.08.2018","protocol.notes_05.08.2018","date_27.08.2018","phen_27.08.2018","height_27.08.2018","total.branch_27.08.2018","longest.leaf_27.08.2018","buds_27.08.2018","flrs_27.08.2018","fruits_27.08.2018","longest.fruit_27.08.2018","notes_27.08.2018","herb_27.08.2018","protocol.notes_27.08.2018","date_10.07.2018","phen_10.07.2018","height_10.07.2018","total.branch_10.07.2018","longest.leaf_10.07.2018","buds_10.07.2018","flrs_10.07.2018","fruits_10.07.2018","herb_10.07.2018","date_27.07.2018","site_27.07.2018","plot_27.07.2018","quad_27.07.2018","ind_27.07.2018","phen_27.07.2018","height_27.07.2018","total.branch_27.07.2018","longest.leaf_27.07.2018","flrs_27.07.2018","fruits_27.07.2018","buds_27.07.2018","notes_27.07.2018","herb_27.07.2018","protocol.notes_27.07.2018","site.x","plot.x","quad.x","ind.x","emerg.date.y","phen_16.08.2018","height_16.08.2018","total.branch_16.08.2018","longest.leaf_16.08.2018","buds_16.08.2018","flrs_16.08.2018","fruits_16.08.2018","herb_16.08.2018","notes_16.08.2018","protocol.notes_16.08.2018","site.y","plot.y","quad.y","ind.y","itero.per.19","emerg.date.19","date_25.07.2019","phen_25.07.2019","stem.diam_25.07.2019","height_25.07.2019","total.branch_25.07.2019","longest.leaf","buds_25.07.2019","flrs_25.07.2019","fruits_25.07.2019","longest.fruit_25.07.2019","herb_25.07.2019","branch.damage_25.07.2019","notes_25.07.2019","protocol.notes_25.07.2019","date_02.08.2019","phen_02.08.2019","stem.diam_02.08.2019","height_02.08.2019","total.branch_02.08.2019","longest.leaf_02.08.2019","buds_02.08.2019","flrs_02.08.2019","fruits_02.08.2019","longest.fruit_02.08.2019","herb_02.08.2019","branch.damage_02.08.2019","notes_02.08.2019","protocol.notes_02.08.2019","date_08.08.2019","phen_08.08.2019","stem.diam_08.08.2019","height_08.08.2019","total.branch_08.08.2019","longest.leaf_08.08.2019","buds_08.08.2019","flrs_08.08.2019","fruits_08.08.2019","longest.fruit_08.08.2019","herb_08.08.2019","branch.damage_08.08.2019","notes_08.08.2019","protocol.notes_08.08.2019","date_18.08.2019","phen_18.08.2019","stem.diam_18.08.2019","height_18.08.2019","total.branch_18.08.2019","longest.leaf_18.08.2019","buds_18.08.2019","flrs_18.08.2019","fruits_18.08.2019","longest.fruit_18.08.2019","herb_18.08.2019","branch.damage_18.08.2019","notes_18.08.2019","protocol.notes_18.08.2019","date_28.08.2019","phen_28.08.2019","stem.diam_28.08.2019","height_28.08.2019","total.branch_28.08.2019","longest.leaf_28.08.2019","buds_28.08.2019","flrs_28.08.2019","fruits_28.08.2019","longest.fruit_28.08.2019","herb_28.08.2019","branch.damage_28.08.2019","notes_28.08.2019","protocol.notes_28.08.2019","date_07.09.2019","phen_07.09.2019","stem.diam_07.09.2019","height_07.09.2019","total.branch_07.09.2019","longest.leaf_07.09.2019","buds_07.09.2019","flrs_07.09.2019","fruits_07.09.2019","longest.fruit_07.09.2019","herb_07.09.2019","branch.damage_07.09.2019","notes_07.09.2019","protocol.notes_07.09.2019","date_18.09.2019","phen_18.09.2019","stem.diam_18.09.2019","height_18.09.2019","total.branch_18.09.2019","longest.leaf_18.09.2019","buds_18.09.2019","flrs_18.09.2019","fruits_18.09.2019","longest.fruit_18.09.2019","herb_18.09.2019","branch.damage_18.09.2019","notes_18.09.2019","protocol.notes_18.09.2019","date_28.09.2019","phen_28.09.2019","stem.diam_28.09.2019","height_28.09.2019","total.branch_28.09.2019","longest.leaf_28.09.2019","buds_28.09.2019","flrs_28.09.2019","fruits_28.09.2019","longest.fruit_28.09.2019","herb_28.09.2019","branch.damage_28.09.2019","notes_28.09.2019","protocol.notes_28.09.2019"
"460",459,"LV2 P2 QNA #55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","7/18/18","6/30/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18","F",NA,7.6,6,NA,15,5,0,NA,"1 VB, AM chopped (2b)",2,NA,"8/5/18","V",2.19,6.4,1,3.1,NA,NA,NA,NA,NA,0,NA,"8/27/18","SX/V",NA,NA,NA,NA,NA,NA,NA,"veg parts dried out",0,NA,"7/10/18","B","3.5","2",NA,"12",NA,NA,2,"7/27/18","LV2",2,NA,"55","F","10.3","7",NA,6,11,10,"2vb, herb 2b (3 branches)","2",NA,"LV2",2,NA,"55",NA,"P",10.7,6,NA,NA,NA,3,2,"herb 2-b   (3) ; 2VB",NA,"LV2",2,NA,"55","N","7/25/19","7/25/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/2/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/8/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/18/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/28/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/7/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/18/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/28/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461",460,"LV2 P2 QNA #56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","7/18/18","6/30/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18","V",NA,2,1,1.4,NA,NA,NA,NA,NA,0,NA,"8/5/18","V",2.11,3.2,1,1.4,NA,NA,NA,NA,NA,0,NA,"8/27/18","V",4,1,1.6,NA,NA,NA,NA,NA,0,NA,"7/10/18","V","2.2","1","1.3",NA,NA,NA,0,"7/27/18","LV2",2,NA,"56","V","1.8","1",1.5,NA,NA,NA,NA,NA,NA,"LV2",2,NA,"56",NA,"V",4,1,1.6,NA,NA,NA,0,NA,NA,"LV2",2,NA,"56","N","7/25/19","7/25/19","F","4.1","14.7","9",NA,11,2,0,NA,"1, 4",0,"herb 1a, flrs wilty & beetle herb (4a), new germ has 1-3 sets of true leaves",NA,"8/2/19","F",NA,NA,12,NA,15,1,0,NA,"0",0,NA,NA,"8/8/19","F",NA,NA,"12",NA,"20","3","0",NA,"2",1,"herb 2b (3 br)",NA,"8/18/19","F",NA,NA,12,NA,12,2,1,NA,2,1,"2A (1)",NA,"8/28/19","V",NA,NA,NA,NA,NA,NA,NA,NA,2,1,"herb 2c (7)/5 VB",NA,"9/7/19","V",2.69,5.6,13,"1.2",NA,NA,NA,NA,"1.5",1,"herb 1a, 2c",NA,"9/18/19","V",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"9/28/19","V",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"462",461,"LV2 P2 QNA #57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","7/18/18","6/30/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18","V",NA,2.3,1,1.6,NA,NA,NA,NA,NA,0,NA,"8/5/18","V",1.95,2.4,1,1.6,NA,NA,NA,NA,NA,0,NA,"8/27/18","V",3.5,1,1.5,NA,NA,NA,NA,NA,0,NA,"7/10/18","V","3","1","1.3",NA,NA,NA,0,"7/27/18","LV2",2,NA,"57","V","3.6","1",1.6,NA,NA,NA,NA,NA,NA,"LV2",2,NA,"57",NA,"V",3.5,1,1.5,NA,NA,NA,0,NA,NA,"LV2",2,NA,"57","N","7/25/19","7/25/19","F","4.06","12.9","9",NA,28,15,NA,NA,"0",0,NA,NA,"8/2/19","F",NA,NA,6,NA,6,7,14,NA,"2",1,"AM broken (2b), 1 br",NA,"8/8/19","P",NA,NA,"6",NA,"0","0","7",NA,"0",1,"1 broken branch",NA,"8/18/19","S",NA,NA,6,NA,0,0,7,NA,2,1,"2b (2)",NA,"8/28/19","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/7/19","SX",2.36,11.3,6,NA,0,0,7,5.6,"2",1,"herb 2b",NA,"9/18/19","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/28/19","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463",462,"LV2 P2 QNA #58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","7/18/18","6/30/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18","B",NA,5.7,4,NA,12,NA,NA,NA,"AM chopped (2b)",2,NA,"8/5/18","F",2.66,8,4,NA,7,2,2,0.7,"herb 2b (1), 1 VB",2,NA,"8/27/18","P",8,4,NA,NA,NA,5,NA,NA,0,NA,"7/10/18","B","4.1","3",NA,"6",NA,NA,2,"7/27/18","LV2",2,NA,"58","B","5.7","4",NA,NA,NA,16,"herb 2b (1 branch)","2",NA,"LV2",2,NA,"58",NA,"P",8,4,NA,NA,NA,4,2,"Herb 2-b (1) ; 1VB",NA,"LV2",2,NA,"58","N","7/25/19","7/25/19","F","3.58","11.5","16",NA,34,20,NA,NA,"2",0,"A.M. broken (2b)",NA,"8/2/19","F",NA,NA,12,NA,16,16,21,NA,"1.5",1,"3 br broken (2b), 1a",NA,"8/8/19","F",NA,NA,"12",NA,"13","8","19",NA,"2",1,"herb 2b (3 branches)",NA,"8/18/19","S",NA,NA,12,NA,8,0,18,NA,2,1,"2b (1)",NA,"8/28/19","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/7/19","SX",2.92,14.5,12,NA,0,0,20,5.8,"0",0,NA,NA,"9/18/19","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/28/19","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",463,"LV2 P2 QNA #59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","7/18/18","6/30/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18","V",NA,2.7,1,1.8,NA,NA,NA,NA,NA,0,NA,"8/5/18","V",2.16,4,1,1.8,NA,NA,NA,NA,NA,0,NA,"8/27/18","V",4.5,1,1.6,NA,NA,NA,NA,NA,0,NA,"7/10/18","V","3.1","1","1.4",NA,NA,NA,0,"7/27/18","LV2",2,NA,"59","V","3.1","1",1.9,NA,NA,NA,NA,NA,NA,"LV2",2,NA,"59",NA,"V",4.5,1,1.6,NA,NA,NA,0,NA,NA,"LV2",2,NA,"59","N","7/25/19","7/25/19","F","2.88","14.2","7",NA,22,8,NA,NA,"0",0,NA,NA,"8/2/19","F",NA,NA,10,NA,NA,21,3,2,"1, 3",0,"1a, 3a herb",NA,"8/8/19","F",NA,NA,"10",NA,"16","4","4",NA,"0",0,NA,NA,"8/18/19","P",NA,NA,10,NA,0,0,1,NA,1.5,1,"1b, 2a (1)",NA,"8/28/19","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/7/19","SX/V",3,13.2,8,NA,0,0,1,4.2,"1.5",1,"herb 1b, 2b",NA,"9/18/19","SX/V",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"9/28/19","SX/V",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"465",464,"LV2 P2 QNA #60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","7/18/18","6/30/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18","V",NA,3.5,2,1.9,NA,NA,NA,NA,NA,0,NA,"8/5/18","V",2.75,3.3,3,1.9,NA,NA,NA,NA,NA,0,NA,"8/27/18","V",4.5,3,2,NA,NA,NA,NA,NA,0,NA,"7/10/18","V","4.3","2","1.5",NA,NA,NA,2,"7/27/18","LV2",2,NA,"60","V","3.6","2",2,NA,NA,NA,NA,NA,NA,"LV2",2,NA,"60",NA,"V",4.5,3,2,NA,NA,NA,2,"Herb 2-b (1)",NA,"LV2",2,NA,"60","N","7/25/19","7/25/19","F","4.16","17","10",NA,42,16,NA,NA,"0",0,NA,NA,"8/2/19","F",NA,NA,10,NA,13,23,24,NA,"0",0,NA,NA,"8/8/19","P",NA,NA,"10",NA,"0","0","23",NA,"0",0,NA,NA,"8/18/19","P",NA,NA,10,NA,0,0,16,NA,0,0,NA,NA,"8/28/19","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/7/19","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/18/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/28/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",465,"LV2 P2 QNA #61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","7/18/18","6/30/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18","F",NA,12,4,NA,19,8,4,NA,NA,0,NA,"8/5/18","P",2.34,10,3,NA,0,0,6,4.6,NA,0,NA,"8/27/18","SX",NA,NA,NA,NA,NA,NA,NA,"8 secondary branches",0,NA,"7/10/18","B","10.5","4",NA,"25",NA,NA,2,"7/27/18","LV2",2,NA,"61","F","11.5","3",NA,1,9,8,NA,NA,NA,"LV2",2,NA,"61",NA,"Sx",11.5,3,NA,NA,NA,3,0,"8 secondary branches",NA,"LV2",2,NA,"61","N","7/25/19","7/25/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/2/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/8/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/18/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/28/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/7/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/18/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/28/19","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",466,"LV2 P2 QNA #62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","7/18/18","6/30/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18","V",NA,1.6,1,0.3,NA,NA,NA,NA,NA,0,NA,"8/5/18","V",0.34,1.8,1,0.4,NA,NA,NA,NA,NA,0,NA,"8/27/18","X",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"7/10/18","V","1.1","1","0.2",NA,NA,NA,0,"7/27/18","LV2",2,NA,"62","V","1.8","1",0.3,NA,NA,NA,NA,NA,NA,"LV2",2,NA,"62",NA,"X",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",467,"LV2 P2 QNA #63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","7/18/18","6/30/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18","V",NA,3.8,4,1.5,NA,NA,NA,NA,"AM chopped (2b)",2,NA,"8/5/18","V",2.92,3.7,8,2,NA,NA,NA,NA,"herb 2b (2)",2,NA,"8/27/18","V",5.5,8,1.7,NA,NA,NA,NA,NA,0,NA,"7/10/18","V","3.5","3","1.4",NA,NA,NA,2,"7/27/18","LV2",2,NA,"63","V","4.8","5",1.5,NA,NA,NA,"herb 2b (2 branches)","2",NA,"LV2",2,NA,"63",NA,"V",5.5,8,1.7,NA,NA,NA,2,"herb 2-b (3)",NA,"LV2",2,NA,"63","N","7/25/19","7/25/19","B","4.96","8.5","6",NA,21,NA,NA,NA,"1",0,"herb 1a",NA,"8/2/19","F",NA,NA,7,NA,6,7,3,NA,"1",0,"3 VB, 1a, stem disintegrating",NA,"8/8/19","F",NA,NA,"7",NA,"3","1","6",NA,"0",0,NA,NA,"8/18/19","P",NA,NA,7,NA,0,0,5,NA,0,0,NA,NA,"8/28/19","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/7/19","SX",2.72,11.5,5,NA,0,0,2,2.6,"0",0,NA,NA,"9/18/19","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/28/19","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",468,"LV2 P2 QNA #64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","7/18/18","6/30/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18","V",NA,1.4,1,1,NA,NA,NA,NA,NA,0,NA,"8/5/18","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/27/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"7/10/18","V","1.1","1","0.6",NA,NA,NA,0,"7/27/18","LV2",2,NA,"64","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
